Id,SalePrice
1461,119147.3638
1462,145688.9851
1463,191448.3922
1464,199277.1002
1465,193744.4879
1466,172514.0282
1467,167425.5897
1468,167372.0256
1469,180738.0296
1470,117302.4915
1471,156597.8367
1472,90173.24213
1473,97353.43871
1474,141482.8397
1475,108449.398
1476,361665.118
1477,242266.0816
1478,272332.0458
1479,287562.7164
1480,521826.7075
1481,355222.0166
1482,208217.4662
1483,175120.2089
1484,162712.3816
1485,173716.4959
1486,183594.014
1487,335478.3733
1488,220355.0411
1489,186993.0532
1490,267724.0917
1491,188956.5164
1492,86156.19346
1493,193572.2862
1494,297931.1842
1495,274962.3251
1496,236323.3018
1497,181287.8526
1498,186553.7598
1499,161383.0403
1500,162261.3279
1501,178660.4562
1502,146034.8494
1503,362744.2075
1504,236150.0653
1505,226878.7305
1506,187491.0861
1507,261439.269
1508,195693.4017
1509,156554.664
1510,139737.3018
1511,156971.6381
1512,176102.2765
1513,135710.7732
1514,161913.6972
1515,216105.2031
1516,149279.4273
1517,178164.8451
1518,132018.0226
1519,192933.9247
1520,129547.0305
1521,132157.9244
1522,176296.3105
1523,115858.4715
1524,120650.6902
1525,118936.6098
1526,119707.7204
1527,111958.3171
1528,140101.7463
1529,156691.741
1530,185680.0764
1531,117880.5051
1532,103951.9757
1533,140263.1482
1534,124397.1631
1535,150280.8962
1536,109381.3815
1537,66589.54663
1538,127587.6724
1539,167972.4525
1540,99874.99659
1541,126253.8545
1542,151796.9564
1543,163443.6389
1544,98196.97313
1545,122142.0022
1546,126066.8401
1547,142335.6539
1548,132870.6764
1549,115983.4886
1550,132351.4868
1551,107350.3885
1552,127986.212
1553,133735.9451
1554,115645.6498
1555,183277.6038
1556,84791.70785
1557,90631.50167
1558,90951.65756
1559,87192.16619
1560,138855.2642
1561,111828.1748
1562,131437.1268
1563,116086.1345
1564,154672.3983
1565,143330.7036
1566,222239.285
1567,81037.90326
1568,231080.9524
1569,134611.839
1570,129301.7803
1571,124041.0572
1572,139747.0686
1573,251811.7457
1574,107161.8
1575,217722.4922
1576,224379.7412
1577,180557.2603
1578,136904.7667
1579,146339.7175
1580,194200.7143
1581,162463.8291
1582,129440.9556
1583,277860.9438
1584,219274.1683
1585,142011.4039
1586,81306.69979
1587,101013.7128
1588,146120.1017
1589,101730.9327
1590,125723.6829
1591,93651.27811
1592,134243.6385
1593,120731.1063
1594,140648.7071
1595,105318.6319
1596,225696.7776
1597,196964.3366
1598,208042.7061
1599,147163.186
1600,137645.7005
1601,83756.77355
1602,99230.63244
1603,80206.52227
1604,281713.4858
1605,217349.3336
1606,148164.4624
1607,176919.8572
1608,215480.1511
1609,176169.2886
1610,162828.324
1611,131892.9262
1612,184480.4801
1613,169761.6937
1614,109001.1112
1615,85759.91154
1616,76325.4019
1617,94591.57809
1618,135648.884
1619,145430.5116
1620,167237.9056
1621,139033.89
1622,136403.9932
1623,245109.4992
1624,203306.0312
1625,108966.7843
1626,159674.0308
1627,192262.1556
1628,257888.6868
1629,166162.4644
1630,399205.2509
1631,236587.193
1632,241300.4763
1633,161422.0047
1634,196206.0885
1635,178471.4776
1636,153817.694
1637,220107.6684
1638,186987.916
1639,181189.0594
1640,244862.7096
1641,179924.8699
1642,247918.9564
1643,223887.5373
1644,233062.3097
1645,241091.723
1646,155662.4804
1647,142178.5776
1648,123134.4738
1649,149414.295
1650,122777.8132
1651,122004.8449
1652,96628.75043
1653,99863.9675
1654,149992.3428
1655,121563.1774
1656,142912.849
1657,154362.9381
1658,155988.0809
1659,118372.2496
1660,154973.7767
1661,468973.9307
1662,385373.8175
1663,361730.4921
1664,557125.7189
1665,287713.3647
1666,327881.9433
1667,405342.0562
1668,309209.5852
1669,289758.2704
1670,326938.8893
1671,284170.0197
1672,426340.8803
1673,301834.2027
1674,239467.5513
1675,213615.6805
1676,204115.4859
1677,228492.5031
1678,502127.9398
1679,410009.5109
1680,300875.1083
1681,222479.8166
1682,328332.9637
1683,201031.2924
1684,179975.9126
1685,179237.9126
1686,174173.416
1687,160971.1582
1688,182779.0998
1689,183939.6418
1690,193888.1643
1691,182422.8085
1692,236029.4157
1693,158569.5253
1694,186219.0511
1695,155231.1521
1696,255619.0796
1697,160013.1457
1698,337898.2584
1699,326629.0498
1700,257177.4187
1701,264954.8793
1702,231501.538
1703,238985.8718
1704,273559.2793
1705,244470.3537
1706,456073.7481
1707,217257.1435
1708,195849.8011
1709,235812.1072
1710,220035.8642
1711,276177.9208
1712,254408.3311
1713,257048.1821
1714,217208.7681
1715,211350.7768
1716,174583.8585
1717,171080.2341
1718,132480.8294
1719,200969.9744
1720,213019.7257
1721,156704.632
1722,133003.5699
1723,166768.2348
1724,185539.1287
1725,240784.5341
1726,193030.0984
1727,147712.8375
1728,187357.7065
1729,166737.8141
1730,157544.459
1731,109436.1296
1732,125706.0945
1733,107130.3708
1734,118500.2366
1735,137727.3462
1736,112688.3784
1737,283854.4848
1738,256988.2882
1739,249098.0334
1740,238951.8114
1741,207506.4999
1742,180749.2824
1743,175239.1444
1744,391249.6941
1745,203047.2485
1746,184630.0108
1747,198761.5518
1748,250730.7971
1749,142970.4255
1750,136012.0826
1751,247898.2441
1752,118964.321
1753,142032.854
1754,197359.1813
1755,157897.3767
1756,137496.8067
1757,121764.0036
1758,145439.386
1759,160212.4186
1760,163457.0372
1761,153339.3123
1762,178500.1677
1763,168173.0229
1764,116586.4185
1765,139258.6756
1766,192444.7256
1767,232585.3596
1768,144983.6396
1769,156742.1617
1770,149197.1678
1771,121116.1184
1772,126353.4173
1773,134892.3231
1774,151633.612
1775,140647.8856
1776,115075.9507
1777,108425.8247
1778,149919.4794
1779,123396.5278
1780,165410.8752
1781,127017.0762
1782,95869.74151
1783,122334.3836
1784,109707.7661
1785,118770.6575
1786,150318.3912
1787,148587.93
1788,73755.53535
1789,92635.24634
1790,88243.77868
1791,199962.3388
1792,160549.6285
1793,107420.6334
1794,150040.3994
1795,129520.945
1796,132291.4889
1797,113230.2744
1798,126325.3637
1799,108818.8238
1800,136629.3675
1801,143937.622
1802,138850.3248
1803,141276.4431
1804,134479.7121
1805,130057.5517
1806,132967.3514
1807,115628.0089
1808,115431.145
1809,116327.2739
1810,136184.6301
1811,118421.0846
1812,87641.66815
1813,150557.1126
1814,93106.5851
1815,67316.19407
1816,114593.4967
1817,100132.6225
1818,136555.5718
1819,131020.3257
1820,76464.3759
1821,101793.247
1822,132269.173
1823,52998.10415
1824,112422.8463
1825,142058.6059
1826,115234.2914
1827,113414.0676
1828,136235.7063
1829,102860.1397
1830,132867.0004
1831,131388.6812
1832,61886.39001
1833,120095.5847
1834,111398.8921
1835,102031.31
1836,106405.0974
1837,89239.89195
1838,120636.9322
1839,108003.9986
1840,132527.7612
1841,142416.5371
1842,85687.57817
1843,136449.7932
1844,133968.9811
1845,143034.8126
1846,143110.0767
1847,180742.8944
1848,60493.7858
1849,101686.713
1850,110166.7938
1851,138407.6182
1852,122065.6865
1853,124281.9906
1854,162261.8151
1855,156990.5535
1856,218181.452
1857,128524.9117
1858,141842.201
1859,116460.1015
1860,160117.4754
1861,115791.6882
1862,323920.6089
1863,317500.4832
1864,317529.1825
1865,295655.459
1866,288412.2805
1867,195505.1869
1868,286963.9769
1869,198761.5669
1870,197023.2952
1871,240728.3489
1872,185459.4427
1873,243805.0867
1874,153761.7519
1875,187711.7234
1876,213641.7628
1877,203144.9551
1878,211637.776
1879,140288.7116
1880,134043.3511
1881,219552.7288
1882,231177.5304
1883,184253.1987
1884,197957.6759
1885,220107.7457
1886,280972.7209
1887,215622.899
1888,252111.3979
1889,175808.2726
1890,113658.8683
1891,116373.7982
1892,95402.4894
1893,117907.312
1894,118866.7085
1895,128723.7965
1896,123821.6019
1897,129501.8325
1898,120102.0973
1899,166522.2508
1900,151105.4776
1901,172936.5254
1902,158814.0616
1903,212019.7942
1904,159693.1001
1905,194836.61
